id,label
0,6
1,6
2,1
3,6
4,1
5,3
6,1
7,6
8,1
9,6
10,1
11,6
12,6
13,1
14,1
15,6
16,1
17,1
18,1
19,3
20,1
21,3
22,1
23,1
24,1
25,6
26,3
27,3
28,6
29,1
30,6
31,6
32,1
33,3
34,5
35,1
36,1
37,3
38,1
39,6
40,1
41,5
42,1
43,4
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,6
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,4
63,1
64,6
65,1
66,3
67,1
68,1
69,1
70,6
71,1
72,1
73,3
74,3
75,1
76,3
77,1
78,1
79,1
80,6
81,1
82,3
83,1
84,1
85,1
86,3
87,1
88,1
89,3
90,1
91,6
92,1
93,1
94,1
95,1
96,3
97,1
98,6
99,1
100,1
101,1
102,1
103,1
104,1
105,6
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,3
118,6
119,1
120,1
121,6
122,1
123,6
124,6
125,1
126,1
127,1
128,3
129,1
130,1
131,3
132,6
133,1
134,3
135,6
136,6
137,3
138,5
139,1
140,1
141,1
142,1
143,1
144,1
145,3
146,3
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,3
158,6
159,3
160,1
161,1
162,1
163,1
164,3
165,6
166,1
167,4
168,1
169,1
170,1
171,1
172,1
173,6
174,1
175,6
176,1
177,3
178,1
179,6
180,1
181,3
182,1
183,6
184,6
185,1
186,1
187,3
188,6
189,1
190,6
191,1
192,6
193,1
194,6
195,1
196,3
197,1
198,3
199,6
200,1
201,1
202,1
203,1
204,6
205,3
206,1
207,6
208,3
209,1
210,1
211,6
212,6
213,3
214,4
215,1
216,6
217,6
218,1
219,1
220,1
221,6
222,6
223,1
224,6
225,1
226,1
227,1
228,1
229,1
230,1
231,3
232,1
233,1
234,6
235,3
236,1
237,1
238,1
239,1
240,1
241,6
242,6
243,1
244,1
245,1
246,1
247,6
248,1
249,1
250,3
251,6
252,1
253,1
254,1
255,1
256,3
257,1
258,3
259,1
260,1
261,1
262,1
263,3
264,1
265,1
266,1
267,1
268,6
269,4
270,1
271,4
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,3
281,1
282,1
283,3
284,1
285,1
286,1
287,1
288,6
289,3
290,1
291,6
292,1
293,3
294,3
295,1
296,1
297,1
298,1
299,1
300,3
301,3
302,1
303,1
304,6
305,1
306,1
307,6
308,1
309,1
310,1
311,3
312,1
313,1
314,1
315,6
316,6
317,3
318,6
319,6
320,1
321,3
322,1
323,1
324,1
325,1
326,3
327,1
328,1
329,1
330,6
331,6
332,1
333,1
334,3
335,1
336,1
337,6
338,1
339,3
340,6
341,6
342,1
343,1
344,6
345,3
346,3
347,1
348,5
349,1
350,1
351,1
352,3
353,1
354,1
355,6
356,1
357,1
358,1
359,1
360,6
361,1
362,1
363,1
364,6
365,4
366,1
367,6
368,6
369,1
370,1
371,1
372,3
373,1
374,1
375,1
376,3
377,1
378,1
379,1
380,6
381,1
382,3
383,5
384,1
385,6
386,1
387,4
388,1
389,6
390,1
391,6
392,3
393,6
394,3
395,1
396,3
397,1
398,6
399,1
400,1
401,1
402,1
403,1
404,1
405,6
406,1
407,1
408,1
409,3
410,4
411,1
412,1
413,1
414,1
415,1
416,9
417,1
418,1
419,1
420,1
421,1
422,6
423,6
424,1
425,3
426,1
427,1
428,6
429,1
430,1
431,1
432,1
433,3
434,1
435,6
436,6
437,6
438,3
439,1
440,1
441,1
442,1
443,1
444,1
445,6
446,6
447,1
448,1
449,1
450,6
451,1
452,1
453,1
454,6
455,1
456,1
457,1
458,1
459,1
460,1
461,6
462,6
463,1
464,1
465,1
466,9
467,1
468,1
469,1
470,1
471,6
472,3
473,1
474,1
475,1
476,3
477,6
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,6
487,3
488,1
489,1
490,1
491,6
492,1
493,6
494,6
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,3
506,9
507,1
508,1
509,6
510,3
511,1
512,1
513,1
514,1
515,6
516,6
517,6
518,1
519,6
520,3
521,6
522,1
523,6
524,1
525,6
526,1
527,1
528,6
529,1
530,6
531,6
532,1
533,1
534,1
535,6
536,3
537,1
538,1
539,1
540,1
541,1
542,1
543,4
544,6
545,6
546,1
547,1
548,1
549,1
550,1
551,3
552,1
553,1
554,1
555,1
556,1
557,1
558,6
559,1
560,1
561,1
562,3
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,6
574,1
575,1
576,1
577,1
578,1
579,1
580,6
581,1
582,6
583,1
584,1
585,1
586,1
587,1
588,6
589,1
590,6
591,1
592,6
593,1
594,6
595,6
596,1
597,5
598,6
599,6
600,1
601,1
602,6
603,6
604,1
605,1
606,6
607,3
608,1
609,6
610,1
611,1
612,1
613,6
614,6
615,4
616,1
617,4
618,6
619,1
620,1
621,1
622,1
623,1
624,1
625,6
626,1
627,1
628,5
629,5
630,6
631,1
632,1
633,6
634,6
635,1
636,6
637,1
638,6
639,1
640,1
641,1
642,1
643,1
644,1
645,3
646,1
647,1
648,1
649,9
650,1
651,1
652,1
653,1
654,1
655,1
656,6
657,1
658,1
659,3
660,6
661,1
662,6
663,1
664,1
665,6
666,1
667,3
668,6
669,1
670,1
671,3
672,1
673,1
674,1
675,6
676,6
677,1
678,1
679,1
680,6
681,6
